"Gene name","wt.r1.rpkm","wt.r2.rpkm","wt.r3.rpkm","alg1.r1.rpkm","alg1.r2.rpkm","alg1.r3.rpkm"
"C37A5.3.2",0,0,1277.21,0,204.064,1865.92
"C37A5.4.1",0,0,1076.98,837.068,1035.31,0
"C37A5.5.1",607.425,2364.91,0,0,0,0
"C37A5.7.1",1705.1,1004.32,2543.14,1646.2,3950.53,3619.22
"C37A5.7.2",1613.79,950.542,2406.96,1558.05,3738.98,3972.61
"C37A5.8.1",2915.07,5713.81,9987.87,878.331,3183.98,0
"C37A5.9.1",11868.3,12041.1,11725.5,14165.1,21046.4,24256
"C37C3.10.1",11520.8,20417.1,25752.8,1921.73,1102.42,0
"C37C3.11.1",852.784,500.889,3111.92,1334.94,1358.37,0
"C37C3.12.1",3702.58,210.884,2376.3,8208.66,6758.81,6698.73
"C37C3.13.1",8925.73,3617.11,8596.42,22567.2,25366.7,26422.1
"C37C3.13.2",7986.22,3495.29,8306.9,22890,28424.5,28520.6
"C37C3.18a.1",104967,100300,119554,108800,131560,123773
"C37C3.18b.1",27798.2,25487.1,24431.4,28374.3,33847.3,31224.2
"C37C3.1a.1",1722.78,1871.9,1051.44,1377.45,2242.25,1949.79
"C37C3.1b.1",1040.86,846.348,795.953,1687.41,1599.07,1806.9
"C37C3.1b.2",1752.24,1316.8,873.582,1234.33,1737.8,1983.13
"C37C3.1b.3",727.712,855.834,817.172,1154.63,1561.11,1855.07
"C37C3.1b.4",619.181,663.615,876.11,1013.39,1358.01,1718.4
"C37C3.1b.5",717.993,914.334,1068.74,1341.33,1650.6,1981.87
"C37C3.2.1",36963.1,38538.7,31779.8,38299.4,37494.4,34684.3
"C37C3.2.2",36021.4,39517.8,32375.7,38339.7,38403.6,34809.1
"C37C3.2.3",36511.8,38068.2,31391.9,37831.8,37036.6,34260.8
"C37C3.2.4",32420.1,32601.3,26957.8,34272.6,32551.2,29876.6
"C37C3.4.1",1067.6,0,0,0,0,0
"C37C3.6a.1",10039,7484.08,8883.07,8796.35,8703.27,9342.74
"C37C3.6a.2",8429.09,6053.94,6610.09,6987.14,6830.9,7086.15
"C37C3.6a.3",9705.54,7347.82,8623.9,8673.51,8203.73,9087.18
"C37C3.6a.4",10343.9,7438.62,9105.7,8742.92,8650.41,9565.16
"C37C3.6b.1",6728.66,4988.33,5929.11,6414.73,6238.92,6565.53
"C37C3.6b.2",6449.33,4864.27,5708.73,6301.75,5842.2,6349.39
"C37C3.6c.1",9930.5,7378.92,8919,8586.61,8757.2,9161.18
"C37C3.6c.2",9580.9,7235.35,8648.76,8455.79,8236.16,8892.09
"C37C3.7.1",5555.5,827.073,2550.32,7613.4,7126.05,5852.93
"C37C3.8a.1",5270.35,4908.34,2415.62,2152.42,3083.91,3532.39
"C37C3.8a.2",2232.68,2527.11,2717.87,2490.37,2418.33,1361.76
"C37C3.8a.3",1854.45,2204.31,1694.21,1441.91,3152.12,1764.48
"C37C3.8a.4",2472.1,2977.45,1506.84,2420.98,2608.41,1944.39
"C37C3.8a.5",2121.15,2532.59,2430.88,1906.81,2010.25,1584.2
"C37C3.8a.6",1529.88,1882.61,1185.95,1072.3,1498.7,1615.73
"C37C3.8a.7",1570.48,1898.9,1172.19,1144.34,1332.25,1619.49
"C37C3.8b.1",2927.27,2009.35,1402.54,1339.59,3169.81,1588.81
"C37C3.8b.2",1362.85,1971.11,1363.72,1536.03,1584.9,1434.8
"C37C3.8b.3",1737.06,1755.43,1344.51,1088.49,1157.92,1319.84
"C37C3.8c.1",2485.9,3450.71,1594.68,3735.93,2600.84,3599.92
"C37C3.9.1",8257.44,4525.44,7047.36,4210.08,7169.56,12046.9
"C37E2.1.1",17127.7,20063.3,20135.5,18383.2,20922.4,23134.3
"C37E2.1.2",14316,12916.4,12163.5,13198,14405,14882
"C37E2.1.3",17138.1,20082.5,19503.5,18416.8,20327.7,22757.8
"C37E2.1.4",17272.2,20818.7,20687.6,18236.5,21127.7,24535.7
"C37E2.2a.1",4099.57,5939.51,6844.37,11990.4,5293.3,7854.34
"C37E2.4.1",0,0,0,1222.15,0,0
"C37E2.5a.1",2607.79,1733.55,1160.24,1874.2,2677.5,3159.48
"C37E2.5b.1",1335.5,877.507,1660.32,1789.58,2830.82,3418.09
"C37E2.5c.1",1335.95,1060.02,1089.83,1950.89,2641.16,2526.72
"C37E2.5d.1",2256.6,2069.3,1610.71,2021.02,2580.04,2733.99
"C37F5.1a.1",20465,16088.7,15275.8,12038.5,11674.5,12803.6
"C37F5.1b.1",21073.7,16566.3,16130.7,12211,11323.6,13665.7
"C37H5.10.1",0,0,0,0,629.504,0
"C37H5.11.1",0,0,2809.71,0,0,0
"C37H5.13a.1",15547.2,16949.2,13815.7,19175.4,11127.7,12133.3
"C37H5.13b.1",6254.72,5651.42,4286.58,5122.8,4608.7,2676.92
"C37H5.13c.1",733.971,1456.17,0,430.016,814.84,490.825
"C37H5.14a.1",4267.71,1756.4,3032.55,2036.92,1619.56,977.812
"C37H5.14b.1",4712.94,2282.89,2764.35,1706.57,1600.83,966.508
"C37H5.1a.1",1133.29,607.765,721.572,1093.38,1058.37,656.373
"C37H5.1b.1",1090.58,1342.4,1074.37,1052.18,1924.83,802.865
"C37H5.1c.1",982.187,526.73,625.363,1426.09,1486.16,723.065
"C37H5.2.1",3430.89,8493.75,2374.25,641.274,6910.89,123.277
"C37H5.3a.1",3598.44,6249.31,3618.55,2964.71,4478.43,4764.6
"C37H5.3b.1",4448.92,7133.08,3751.09,3269.15,2402.8,6238.07
"C37H5.5.1",11753.2,14822.6,11229.4,15187.3,16670.6,16131.5
"C37H5.5.2",11729.1,14792.1,11206.3,15156.1,16636.3,16098.4
"C37H5.6a.1",32490,29425.5,35118.5,62014.6,62517.9,59743.7
"C37H5.6a.2",17337.4,14609.6,16532.8,29906.9,31135.1,28909.9
"C37H5.6b.1",33891,31256.2,37084.7,65602,66235.2,63112.5
"C37H5.6b.2",18367.2,16436.9,18314.9,33294.4,34415.1,32072.9
"C37H5.8.1",77369,71993.7,74602.6,106922,112817,112957
"C37H5.8.2",71336.8,66380.6,69029.1,98778.3,104667,105147
"C37H5.8.3",73343.2,70198.7,71656.6,102475,109841,103653
"C37H5.9a.1",71.3895,127.471,1099.25,1430.43,1620.94,2760.13
"C37H5.9b.1",95.7283,120.373,1297.35,1660.03,1643.14,3003.73
"C37H5.9c.1",97.2354,102.962,1176.67,1893.78,1367.57,2309.2
"C37H5.9c.2",98.0356,103.81,1186.36,1527.13,1378.83,2328.21
"C37H5.9c.3",95.0192,100.616,1287.74,1647.74,1793.75,3551.75
"C37H5.9c.4",101.25,107.213,1225.25,1577.2,1424.03,2404.54
"C38C10.1.1",370.849,2738.32,121.302,942.803,1350.2,612.196
"C38C10.2.1",45549.7,47780.1,41071.2,39848,37003,40032.1
"C38C10.3.1",3434.65,5241.16,7903.06,1927.6,866.682,3012.72
"C38C10.4.1",6264.07,5242.22,6455.58,3763.38,4867.05,7145.87
"C38C10.4.2",6196.41,5185.6,6385.85,3722.73,4907.29,7068.69
"C38C10.5a.1",5245.76,4617.59,6354.06,9304.31,7057.01,8129.96
"C38C10.5a.2",4041.5,3285.25,4324.37,5691.63,5354.98,4712.12
"C38C10.5b.1",4588.3,3450.06,4181.8,4922.49,5311.5,3971.41
"C38C10.6.1",11472.5,0,4653.79,2024.38,1046.48,6611.19
"C38C3.2.1",0,0,468.987,0,751.399,0
"C38C3.3a.1",3610.72,2000.65,4468.16,1121.15,1837.54,2230.9
"C38C3.3b.1",3273.79,8745.71,6944.1,2513.77,3657.75,4080.7
"C38C3.4b.1",1113.45,697.592,3595.31,3161.35,1951.34,384.896
"C38C3.5.1",66275.2,47593.9,63795.7,60348.8,51394.5,51255.7
"C38C3.5.2",65482.5,42989.1,63103.3,54204.3,48439.6,51442.4
"C38C3.6a.1",14.1489,13.2967,0,0,98.3442,0
"C38C3.6b.1",24.4657,22.9922,0,0,793.583,706.788
"C38C3.9.1",358.652,0,0,0,0,0
"C38C5.1a.1",3632.9,4605.06,0,7350.5,0,0
"C38C6.2a.1",10207.9,10774.3,16548,13806.4,12511.5,17533.9
"C38C6.2b.1",8575.99,9194.24,10438.4,8747.16,8149.71,12234.8
"C38C6.2c.1",4833.97,8187.35,10114.5,9090.34,8716.22,12005.5
"C38C6.3.1",14123.2,17745.1,11781.4,2851.69,6157.73,2231.96
"C38C6.4.1",0,797.802,0,0,421.475,729.902
"C38C6.6.1",41041.9,54731.9,38170.7,62983.7,70470.5,60270.8
"C38D4.10.1",19850.9,12638.5,5120.89,19952.5,12573.8,5556.62
"C38D4.1a.1",18806.5,12172.7,18785.8,14287.1,13545,21277.8
"C38D4.3.1",18893.8,22604.3,18455.4,21677.9,20484.9,20355.2
"C38D4.4.1",10699.8,12393.2,11127.8,8786.96,14442.5,14262.2
"C38D4.5a.1",7955.53,6953.17,6588.02,5518.78,5837.03,7514.32
"C38D4.5b.1",8748.29,7423.37,6668,5780.02,6151.76,7556.19
"C38D4.5b.2",8627.08,7320.51,6575.61,5982.44,6066.52,7451.49
"C38D4.5c.1",5277.82,3126.23,4444.37,4492.35,3578.97,5415.09
"C38D4.6a.1",1039.93,567.736,1355.15,1990.91,911.602,1421.09
"C38D4.6a.2",943.896,515.305,1855.43,1807.05,827.415,1289.85
"C38D4.6b.1",1199.62,867.856,1436.07,2173.83,1147.51,1468.49
"C38D4.6b.2",834.992,542.913,625.233,1279.65,705.814,991.025
"C38D4.6b.3",1053.58,762.204,1261.25,1753.86,1007.81,1289.71
"C38D4.6b.4",1127.49,815.673,1681.74,1876.9,1078.51,1380.19
"C38D4.6c.1",1298.33,963.447,1424.96,2148.81,1233.86,1335.51
"C38D4.6c.2",915.393,626.589,468.105,1376.65,755.32,709.45
"C38D4.7.1",7759.91,9261.84,6972.04,5783.64,1820.65,12832.5
"C38D4.8.1",52.271,1621.05,0,1998.24,968.851,0
"C38D4.9.1",1657.62,1906.54,1501.15,4435.45,1404.37,4073.96
"C38D4.9.2",2619.47,1851.92,1458.15,4308.38,1419.82,3957.24
"C38D9.2.1",1146,1260.39,1680.53,7520.39,7728.41,7697.56
"C38D9.2.2",1113.72,1224.9,1633.21,7308.61,7510.77,7480.79
"C38D9.2.3",1223.88,1346.05,1794.75,8031.49,8377.46,8220.69
"C38D9.6.1",20.7728,741.824,0,0,264.706,0
"C38D9.8.1",0,0,0,0,315.462,0
"C38D9.9.1",0,0,0,0,0,715.21
"C38H2.1a.1",911.238,932.718,1568.13,2188.2,867.357,614.801
"C38H2.1b.1",541.648,1261.5,1725.47,1676.37,427.407,831.516
"C38H2.2.1",23200.2,26757.4,20693.5,30279.5,24939.9,26066
"C38H2.2.2",24148.6,28277.7,20447.6,29929.4,24480.9,26494.5
"C38H2.3.1",22044,11737.7,19311.9,15349.4,19253.5,12554.5
"C39B10.1.1",1671.02,866.979,1434.77,573.638,1230.03,771.042
"C39B10.2a.1",41.5642,79.0518,146.15,180.027,45.8571,3.81189
"C39B10.2b.1",160.045,83.0161,91.6115,189.055,48.1567,4.00305
"C39B10.2c.1",168.077,87.1823,96.2091,198.543,50.5735,4.20394
"C39B10.2d.1",39.7552,75.6111,139.789,172.191,43.8612,3.64598
"C39B10.2e.1",42.7161,0,86.1614,185.016,47.128,3.91753
"C39B10.2f.1",173.229,0,28.3309,204.628,52.1237,4.3328
"C39B10.2g.1",40.8077,0,82.312,176.75,45.0224,3.74251
"C39B10.2h.1",164.709,0,26.9376,194.565,49.5602,4.11971
"C39B10.2i.1",44.4885,0,89.7364,192.693,49.0834,4.08008
"C39B10.2j.1",181.213,0,29.6367,214.06,54.5262,4.53251
"C39B10.3.1",1494.63,334.432,3585.14,6848.99,906.952,1507.81
"C39B10.5.1",64.0557,60.1978,953.322,2110.99,964.667,0
"C39B10.6a.1",0,0,1767.16,3830.25,0,131.157
"C39B10.6b.1",0,0,0,1893.01,0,138.285
"C39B10.7.1",3032.83,0,1141.5,2519.25,914.439,0
"C39B5.12.1",0,1132.75,0,0,997.381,0
"C39B5.14.1",0,0,0,0,0,503.396
"C39B5.14.2",0,0,0,0,0,502.492
"C39B5.2a.1",19.3788,27.3174,0,459.819,0,513.179
"C39B5.2a.2",19.2045,27.0717,0,455.683,0,508.563
"C39B5.2b.1",18.0116,25.3901,0,427.378,0,476.973
"C39B5.3.1",38.5034,1338.82,0,964.365,1159.71,0
"C39B5.4.1",789.217,29.6674,2746.68,3121.09,6180.44,2675.16
"C39B5.5.1",10494.5,12875.6,4422.46,1493.74,4952.43,5059.12
"C39B5.6.1",8413.61,10008.7,12021.8,10922.5,10931.1,15957.9
"C39B5.7.1",1488.05,0,0,318.094,512.49,2246.23
"C39B5.9.1",0,0,0,1647.93,482.732,0
"C39D10.11a.1",2098.1,2156.59,3786.42,3548.43,3827.26,4207.4
"C39D10.11b.1",1339.83,1033.13,1678.08,1147.27,2351.4,2157.24
"C39D10.11b.2",2248.28,1922.72,2376.56,2494.48,3429.28,2758.59
"C39D10.2.1",2521.77,0,5094.68,5670.78,8162.57,3856.83
"C39D10.3a.1",3920.69,3288.23,3676.75,1704.45,3264.17,1972.54
"C39D10.3a.2",3880.88,3254.83,3639.41,1687.14,3231.02,1952.5
"C39D10.3b.1",1519.38,2201.3,3424.49,438.129,1668.45,533.425
"C39D10.5.1",704.144,0,322.448,1082.92,135.952,497.247
"C39D10.6.1",44.0383,1655.44,3629.96,696.627,867.273,1399.44
"C39D10.7.1",1350.48,838.373,1500.92,2111.58,1878.49,2729.06
"C39D10.7.2",1347.08,836.267,1497.15,2106.28,1873.77,2722.21
"C39D10.8a.1",12987.2,10364.3,12950.4,19060.7,19960.2,15727.3
"C39D10.8b.1",12307,10591.5,8236.24,18483,18483.5,13902.4
"C39D10.8c.1",4759.88,4779.21,2447.9,9136.71,9654.62,8535.32
"C39D10.8c.2",6158.67,5893.82,3258.8,10423.9,11158.6,10726.2
"C39D10.8c.3",9266.87,8210.3,4919.18,13360.1,14337.8,15417.7
"C39E6.1.1",2263.52,3851.25,3260.07,4969.03,3721.79,5739.27
"C39E6.1.2",2234.58,3802,3218.38,4905.49,3674.2,5665.87
"C39E6.4.1",707.333,25.5666,529.466,0,0,0
"C39E6.6.1",1435.58,575.035,0,558.418,1145.05,181.3
"C39E9.10.1",2149,1213.78,1254.97,1101.67,616.09,3415.05
"C39E9.10.2",2102.37,1187.45,984.618,1077.76,602.721,3340.95
"C39E9.11.1",16280.3,13336.4,16727.5,19521.8,19704.7,20801.9
"C39E9.12.1",25774.7,16566.7,23630,25413.5,18813.4,19195.2
"C39E9.13.1",28835.6,26909.3,34660.5,28708.1,31836,32760.8
"C39E9.14a.1",10984.5,8365.9,9725.27,8338.44,8932.08,9697.15
"C39E9.14a.2",10805.4,8095.68,10850.8,9255.25,9698.16,10835.6
"C39E9.14b.1",13860.1,10258.8,9601.77,11620.2,11904.9,14470.4
"C39E9.14b.2",13692.1,10009.8,10897.2,12508.8,12664.5,15528.6
"C39E9.2.1",4562.24,3406.15,6151.49,133.645,3317.88,1317.98
"C39E9.2.2",4086.03,3050.61,5509.39,119.695,2971.55,1180.41
"C39E9.3.1",17001.7,26052.8,11075,10373.3,10579.6,8585.74
"C39E9.4.1",5748.64,1063.13,3620.97,5417.19,6525.77,8047.94
"C39E9.4.2",5726.13,1058.96,3606.79,5395.98,6500.22,8016.42
"C39E9.5.1",0,1352.33,511.262,0,0,0
"C39E9.7.1",938.03,2306.34,2584.8,3910.89,1971.15,4243.36
"C39E9.7.2",974.851,2908.2,2426.72,3914.98,1759.63,4235.27
"C39E9.8a.1",9569.76,12351.7,11864.6,33061.5,29042.7,30245.9
"C39E9.8b.1",11680,18228.2,14099.4,38202.3,32666.5,29747.2
"C39E9.8c.1",8261.02,10747.2,10600.3,26570.4,22175.8,22453.3
"C39E9.8c.2",8670.12,11734.9,11387.9,29303.9,23963.2,23753.3
"C39E9.8c.3",7381.59,13013.7,10454,31980.4,24298.6,23216.9
"C39E9.8d.1",4700.82,6559.06,7889.86,17897.6,16754.3,16730.8
"C39E9.8e.1",9255.17,13567.8,11839.8,28014.9,25089.7,19312.5
"C39E9.8f.1",2494.63,2241.18,4652.39,17423.5,11967.7,10041.9
"C39E9.8g.1",2792.26,4439.59,1150.09,7675.94,7932.29,10074.9
"C39E9.9.1",1769.4,3658.22,1620.52,0,0,0
"C39F7.1a.1",1191.92,530.589,28.7271,66.1563,508.706,495.355
"C39F7.1b.1",1141.9,508.322,522.91,2915.48,487.359,1481.58
"C39F7.1c.1",458.361,668.413,36.1892,83.3409,640.847,624.028
"C39F7.2a.1",1356.07,1980.6,1418.79,1684.67,1841.47,950.586
"C39F7.2a.2",1348.94,1976.88,1411.32,1675.81,1947.36,1144.59
"C39F7.2b.1",1598.94,2790.13,1610.98,2224.05,2195.21,1178.14
"C39F7.2b.2",1592.35,2785.45,1604.34,2214.89,2303.92,1376.05
"C39F7.2c.1",1003.18,1189.67,2324.27,2235.5,2517.94,851.021
"C39F7.4.1",126557,142874,143483,124025,120195,113313
"C39F7.4.2",75766.7,67664.8,62910.6,57415.1,54818.2,55358.7
"C39F7.4.3",117245,132361,133128,114899,111965,104976
"C39F7.5.1",6454.35,6443.76,6514.31,4050.53,5009.79,6794.56
"C39H7.1.1",33750.4,37158.5,22181.2,8672.6,9907.88,15204.9
"C39H7.4.1",16984.1,17899.6,14451.1,13007.9,13033.6,10169.2
"C39H7.4.2",17893.9,17282.9,14650.7,13361.9,12933.4,9063.83
"C39H7.5.1",0,0,446.789,0,0,0
"C39H7.6.1",1044.67,0,0,902.243,0,0
"C39H7.7.1",0,0,1402.17,0,792.887,0
"C40A11.1.1",4142.7,4359.04,8107.11,3920.71,6234.72,8967.33
"C40A11.3.1",0,0,0,1488.52,0,0
"C40A11.4.1",0,0,0,0,996.714,0
"C40A11.7.1",0,0,816.868,0,0,0
"C40A11.8.1",0,0,140.533,0,260.71,630.447
"C40A11.8.2",1527.28,559.492,1033.49,1541.39,2039.74,948.005
"C40A11.8.3",1699.72,760.994,1370.4,1807.44,2635.21,1341.06
"C40A11.8.4",1354.55,802.144,646.723,1356.18,1874.89,1413.58
"C40A11.8.5",1083.21,658.56,435.209,1663.38,2002.97,1556.92
"C40A11.8.6",0,0,106.842,0,198.208,479.306
"C40C9.1.1",0,0,294.669,0,447.264,0
"C40C9.2.1",0,0,126.766,194.622,320.688,0
"C40C9.3.1",934.81,0,267.548,1925.45,0,2813.09
"C40C9.5a.1",782.953,760.808,1452.92,1221.37,1882,1945.44
"C40C9.5b.1",756.231,750.748,1903.2,1170.02,1863.01,2614.28
"C40C9.5c.1",972.094,295.255,648.984,828.878,872.036,1083.21
"C40C9.5d.1",715.196,644.363,1304.63,889.178,1514.74,1919.51
"C40C9.5e.1",620.494,375.91,621.161,1098.06,975.06,926.008
"C40C9.5f.1",659.443,486.594,1088.73,1072.73,1177.84,1343.06
"C40C9.5g.1",674.234,485.617,720.646,1105.48,1169.51,975.689
"C40C9.5h.1",750.345,761.028,1684.54,1475.3,1534.42,1634.63
"C40C9.5i.1",774.737,755.998,1042.69,1526.86,1515.71,997.729
"C40D2.1.1",0,0,0,0,783.703,0
"C40D2.2.1",4514.8,3146.41,2932.77,7105.02,6625.84,8108.98
"C40D2.2.2",4476.13,3119.46,2907.65,7044.17,6569.09,8039.53
"C40D2.3.1",0,0,346.453,997.318,1227.01,2501.33
"C40H1.1.1",14699.8,11174.9,18449.5,14347,17771.6,18550.4
"C40H1.2.1",1910.43,3379.52,2508.74,3222.04,3645.17,811.623
"C40H1.3.1",0,0,372.713,153.273,0,0
"C40H1.4.1",12734.6,11067,12844.9,3451.09,4700.84,2521.03
"C40H1.4.2",11138.4,9679.78,11234.8,3018.5,4111.6,2205.02
"C40H1.5.1",18616.6,20632,23860.1,22683.1,18129.5,25140.8
"C40H1.6.1",61874.2,85231.6,71171.7,49000.3,40131.5,52786.1
"C40H1.7a.1",1311.31,4573.34,2602.12,9564.93,10228.5,7464.24
"C40H1.8.1",16033.1,21992.3,18562.1,11739.6,9147.1,8024.37
"C40H1.8.2",16115.8,22105.7,18657.9,11360.9,9194.29,8065.77
"C40H1.9.1",0,304.258,0,0,0,0
"C40H5.2a.1",229.018,0,509.805,620.565,412.697,330.804
"C40H5.2b.1",262.263,0,583.808,710.647,472.605,336.733
"C40H5.2c.1",176.595,774.474,393.107,1293.28,1477.49,736.902
"C40H5.4.1",557.207,1118.7,492.925,2353.81,3036.76,2268.23
"C40H5.5a.1",1002.4,0,363.863,0,0,694.526
"C40H5.5b.1",0,0,296.565,0,0,735.891
"C41A3.1a.1",867.195,693.467,514.136,647.821,367.857,278.116
"C41A3.1b.1",882.362,919.221,467.797,498.252,446.737,339.381
"C41A3.2a.1",1092.56,1548.16,864.723,825.992,855.216,860.104
"C41A3.2a.2",1116.82,1582.55,883.931,844.34,874.214,879.209
"C41A3.2a.3",1082.89,1534.46,857.073,818.685,847.651,852.495
"C41A3.2b.1",915.15,1163.28,732.774,1213.34,1127.56,896.539
"C41C4.2.1",0,642.322,71.1338,0,0,0
"C41C4.3.1",198.839,16.9876,455.271,548.056,1214.54,0
"C41C4.4a.1",5112.19,5550.76,5160.86,6598.24,7078.69,7677.28
"C41C4.4a.2",5049.22,5717.92,4986.55,6265.63,6850.02,7387.96
"C41C4.4a.3",5083.63,5519.75,5132.03,6561.38,7039.14,7634.39
"C41C4.4b.1",3893.71,3590.97,4186.39,5067.29,4634.6,5570.9
"C41C4.5a.1",636.647,321.324,312.267,537.499,475.372,664.847
"C41C4.5a.2",530.354,307.784,360.343,543.518,593.448,626.051
"C41C4.5b.1",503.4,859.447,890.899,648.931,1178.36,1137.04
"C41C4.5b.2",289.248,129.086,402.821,540.611,814.944,820.132
"C41C4.5c.1",460.332,128.874,391.048,517.343,457.546,639.915
"C41C4.5c.2",366.382,125.149,433.588,524.124,572.273,603.712
"C41C4.5d.1",376.273,152.232,338.745,601.564,659.64,794.621
"C41C4.5d.2",288.145,147.469,382.945,604.209,762.528,751.766
"C41C4.5e.1",324.532,406.181,326.504,674.593,1125.3,1000
"C41C4.5h.1",330.406,141.253,619.202,513.351,713.301,1072.93
"C41C4.6.1",44337.7,38270.2,45466.8,75706.7,68996,71284.7
"C41C4.7a.1",14552.4,10700.2,14736.4,14157.4,12486.4,14137.8
"C41C4.7b.1",13123.2,7791,11730,12092.8,10963.3,12442.7
"C41C4.8.1",85512.3,82045.7,76136.9,65326.8,63815.6,69804.1
"C41C4.8.2",80276.8,77022.5,71548.9,61767.2,60087,65530.4
"C41C4.9.1",0,0,0,0,2550.8,0
"C41D11.10.1",0,0,0,500.27,0,0
"C41D11.1a.1",603.436,146.715,480.616,686.699,1318.45,827.231
"C41D11.1b.1",634.842,710.452,531.862,795.842,1111.95,928.42
"C41D11.1b.2",472.21,727.351,843.494,1003.57,1241.13,1124.23
"C41D11.1c.1",1085.92,346.783,317.239,442.086,1061.36,1330.16
"C41D11.1d.1",3917.17,1231.65,1269.79,1938.13,1724.71,1119.76
"C41D11.1e.1",1370.08,1924.93,2782.66,2944.61,1471.16,0
"C41D11.1f.1",925.793,268.92,406.283,406.337,1552.26,891.505
"C41D11.1f.2",558.283,345.239,439.272,440.118,1402.04,890.016
"C41D11.1f.3",290.191,354.468,52.3406,575.269,795.004,227.468
"C41D11.1f.4",275.588,336.63,49.7067,546.319,714.654,216.021
"C41D11.1f.5",384.882,470.133,474.368,312.243,800.022,301.692
"C41D11.2.1",75652.2,99975.6,89992.4,99124.3,97438.6,110085
"C41D11.3a.1",3453.89,1951.89,2216.67,2809.98,2278.13,3443.31
"C41D11.3b.1",3416.9,3713.93,2924.09,3164.65,3014.73,3767.75
"C41D11.3b.2",3552.04,3363.28,2750.53,3141.98,3051.48,3786.67
"C41D11.3b.3",4264.22,3634.44,3489.76,3818.13,3503.39,5063.02
"C41D11.3b.4",4225.79,3632.54,3659.73,4343.58,3502.71,4596.54
"C41D11.3b.5",3189.56,2102.34,2330.28,2874.81,2370.93,3122.83
"C41D11.3c.1",3579.42,3783.64,2973.65,3263.28,3138.09,3898.3
"C41D11.3c.2",2843.84,2809.13,2163.26,2587.35,2372.09,2882.95
"C41D11.3d.1",3552.76,3472.91,2778.27,3117.99,3162.8,4090.03
"C41D11.3d.2",2820.6,2478.8,1956.34,2435.39,2370.07,3095.84
"C41D11.5.1",3585.98,2424.03,6674.13,4395.38,5223.07,4866.74
"C41D11.5.2",3494.46,3437.63,7486.38,4552.59,5089.77,4742.53
"C41D11.6.1",518.57,1921.32,1300.3,1887.43,1905.87,1763.24
"C41D11.7.1",4361.58,5021.52,4385.21,5049.4,3859.41,3115.16
"C41D11.8.1",39033.8,34538.4,34494.7,46122.7,44818,52836.4
"C41D11.9.1",5236.99,9529.96,5777.41,5083.49,6728.6,3346.74
"C41D7.2.1",1038.96,319.945,967.666,2537.97,3685.53,3182.31
"C41D7.2.2",1017.85,232.226,821.745,2357.77,3107.99,2339.91
"C41G11.1.1",562.712,68.9766,504.161,2580.1,2409.09,871.705
"C41G11.3a.1",467.722,185.726,652.355,1165.1,1167.61,930.402
"C41G11.3a.2",457.96,181.85,638.739,1140.78,1143.24,910.983
"C41G11.3a.3",425.259,168.865,593.13,1122.49,1311.4,845.935
"C41G11.3b.1",475.185,113.214,662.765,1177.81,1108.71,786.275
"C41G11.4a.1",458.936,123.883,329.773,495.568,401.568,1288.2
"C41G11.4b.1",450.691,139.68,433.628,423.462,327.702,1911.44
"C41G11.4c.1",200.5,121.13,530.12,421.626,326.281,1259.58
"C41G11.4d.1",207.588,125.412,435.695,501.686,406.525,1304.11
"C41G6.10.1",0,0,0,232.874,0,0
"C41G6.14.1",0,506.6,0,0,0,0
"C41G6.14.2",0,459.432,0,0,0,0
"C41G6.15.1",31.8253,0,182.172,0,0,0
"C41G6.2.1",0,0,568.069,0,608.642,0
"C41G6.5.1",0,0,0,0,800.252,0
"C41G7.1a.1",5811.71,6001.49,4053.06,4726.33,5284.27,4573.34
"C41G7.1a.2",5917.65,6110.9,4126.94,4026.36,5380.6,4656.7
"C41G7.1a.3",6401.06,6610.1,4464.07,4355.28,5820.14,5037.11
"C41G7.1b.1",11986.5,20274.4,11416.1,14746.6,10003.8,12078.8
"C41G7.2.1",8661.24,7728.85,4449.82,5217.39,4913.99,4315.5
"C41G7.2.2",8269.63,7379.4,4229.23,4624.07,4691.81,4120.38
"C41G7.3.1",12920.4,5944.37,12742.6,14608,10025.7,9632.39
"C41G7.4.1",2088.69,2073.05,3135.37,3006.21,2370.26,3796.9
"C41G7.4.2",2136.51,2120.52,2857.74,3075.04,2424.52,3883.84
"C41G7.5a.1",216.543,327.372,495.808,285.452,567.148,290.119
"C41G7.5b.1",224.71,339.718,514.507,296.218,588.538,301.061
"C41G7.6.1",7990.91,4356.42,5913.47,4190.23,2250.33,3188.52
"C41G7.7.1",8.27788,0,199.011,501.955,546.6,0
"C41G7.8.1",929.631,1120.05,354.755,2890.83,3230.79,5463.02
"C41G7.8.2",978.629,1179.09,373.452,3043.19,3401.07,5750.96
"C41G7.9a.1",41967.1,40084.2,38567.6,41506.5,32623,30578.6
"C41G7.9b.1",38809.7,39462.6,41335.4,38408.4,28061.8,33121.8
"C41H7.2a.1",1219.86,2415.6,1729.03,3598.95,1800.07,1580.22
"C41H7.2b.1",1204.96,3060.13,1313.77,3630.63,1977.49,2306.85
"C41H7.3.1",2301.55,2087.58,826.095,2337.63,868.707,1961.98
"C41H7.3.2",2217.82,2011.64,796.043,2252.59,837.105,1890.6
"C41H7.4.1",951.744,757.985,867.969,999.434,1625.79,0
"C41H7.4.2",950.004,756.599,866.382,1676.83,1622.81,0
"C41H7.5a.1",631.88,0,327.55,285.419,751.196,607.414
