"Gene name","wt.r1.rpkm","wt.r2.rpkm","wt.r3.rpkm","alg1.r1.rpkm","alg1.r2.rpkm","alg1.r3.rpkm"
"C41H7.5a.2",630.772,0,468.37,284.919,749.879,606.349
"C41H7.5b.1",306.128,0,384.617,622.415,755.849,538.367
"C41H7.5b.2",548.979,0,653.755,460.521,621.51,1174.67
"C41H7.6.1",2545.59,1527.75,1616.65,3320.01,2531.33,3036.77
"C41H7.6.2",2655.31,23.785,1616.79,2922.63,2218.23,3196.91
"C41H7.6.3",1572.24,712.962,1427.71,1623.41,1771.48,2245.99
"C41H7.7.1",4447.62,11616.3,4010.37,560.732,2173.98,867.422
"C41H7.8.1",790.713,0,0,0,542.814,0
"C41H7.9.1",316.734,0,753.103,64.2347,0,0
"C42C1.1.1",922.268,0,563.112,0,0,0
"C42C1.11a.1",2526.27,2733.06,1927.81,2973.77,2574.88,2138.63
"C42C1.11a.2",2449.6,2981.52,1866.96,2648.4,2086.94,2249.81
"C42C1.11a.3",2512,2717.62,1916.92,2956.97,2560.33,2334.19
"C42C1.11b.1",2510.85,1709.91,1484.8,1648.72,1697.4,1884.77
"C42C1.11b.2",3028.36,2208.5,1785.63,2281.87,2027.84,2032.35
"C42C1.11b.3",3668.91,2072.86,2347.65,2476.66,2263.53,2149.81
"C42C1.11c.1",3290.09,2057.31,2174.76,2631.12,1965.99,1986.08
"C42C1.11c.2",3030.56,2058.37,1911.59,2432.27,1924.78,1835
"C42C1.11c.3",3773.8,2027.71,2318.95,3194.82,3007.1,1861.5
"C42C1.12.1",23982.8,20065.9,22174.3,24779,20428.5,24287.8
"C42C1.13a.1",1118.94,3184.69,1903.18,716.434,1999.9,3571.14
"C42C1.13b.1",2972.74,8496.53,2475.1,3206.23,4098.36,5110.17
"C42C1.14.1",1187410,1044120,1033270,1320380,1171820,1130170
"C42C1.14.2",1220470,1103950,1075120,1372760,1217310,1200260
"C42C1.15.1",8488.13,4465.83,7616.35,12485.3,10174.7,16410.6
"C42C1.19a.1",9171.82,11009.2,5440.84,6053.38,6649.6,6817.26
"C42C1.19b.1",9968.92,6144.93,4663.23,7559.74,6912.52,7389.02
"C42C1.2.1",499.726,1047.63,462.079,228.028,979.686,3350.01
"C42C1.3a.1",442.843,1017.31,1464.6,616.197,1453.53,1042.41
"C42C1.3b.1",1055.6,2480.06,1309.18,550.807,1044.52,931.796
"C42C1.4a.1",6712.28,6100.86,7456.04,6228.23,5294.72,5251.39
"C42C1.4b.1",1653.42,1932.34,1874.68,2829.26,1068.21,2066.78
"C42C1.4c.1",5814.24,5255.89,6378.7,5200.1,4793.11,5142.62
"C42C1.4d.1",6450.15,4986.4,10702.2,9406.02,6773,8941.54
"C42C1.5.1",11735.6,10886.2,12500.6,11734.1,10996.2,11662.2
"C42C1.5.2",11499.8,9655.05,11258.2,10609.1,9953.54,10934.4
"C42C1.5.3",12097.1,10834.6,12468.7,11992.7,11330.8,11607
"C42C1.7a.1",5567.11,8329.25,7138.88,18933.5,17381.2,12268.8
"C42C1.7b.1",3727.47,0,0,713.269,0,3821
"C42C1.8.1",5566.29,4342.58,5555.16,3980.36,3978.47,3520.78
"C42C1.8.2",5659.27,4415.12,5647.95,4046.85,4044.92,3579.59
"C42C1.9a.1",3157.26,5913.74,2193.63,1664.79,1715.25,4277.42
"C42C1.9b.1",823.738,59.5481,870.494,0,0,1464.42
"C42D4.1.1",85120.3,101946,76044.3,51387,43103.8,46446.8
"C42D4.1.2",80571.8,91751.8,71212.7,47167.4,39686.2,41837.4
"C42D4.13a.1",4496.14,4327.41,4053.18,744.443,1056.81,501.985
"C42D4.13b.1",136.553,769.971,2136.5,0,0,0
"C42D4.18.1",1312.82,718.155,1682.41,2040.54,2201.8,3905.81
"C42D4.18.2",1287.05,704.058,1649.38,2000.49,2158.59,3829.14
"C42D4.2.1",2794.95,4717.87,3872.28,4153.71,6372.49,1748.58
"C42D4.3.1",19322.7,9110.17,22516.3,134750,131074,99189.9
"C42D4.6.1",5973.17,9407.67,8737.73,4082.79,8329.15,11770.2
"C42D4.8.1",16928.7,16022.3,17511.7,17721.3,23015.9,23238.5
"C42D4.9.1",0,754.616,0,661.564,0,1772
"C42D8.1.1",7912.19,3982.81,4679.67,4613.54,5804.38,6766.73
"C42D8.1.2",7960.07,4202.99,4938.38,5695.86,6125.26,7015.78
"C42D8.1.3",7101.96,3574.96,4326.89,4844.76,5892.34,6073.79
"C42D8.2.1",914.495,1100.5,1094.52,4339.04,3103.89,4261.31
"C42D8.2.2",918.582,1105.42,1099.42,4358.43,3117.76,4280.36
"C42D8.2.3",919.516,1106.54,1100.53,4362.86,3120.93,4284.71
"C42D8.3.1",2645.09,2236.55,3132.03,2373.61,1568.48,2385.83
"C42D8.3.2",2634.65,2227.72,3119.67,2364.24,1562.29,2376.42
"C42D8.4a.1",0,0,0,0,0,608.679
"C42D8.4b.1",0,0,0,0,0,746.919
"C42D8.5.1",65603.1,64369.8,52398.7,27756.6,31127.7,31530.3
"C42D8.5.2",65075.2,63851.9,51977.1,27802.3,30877.3,31276.6
"C42D8.8a.1",84283.3,82652.6,84414.3,107097,101993,99427.9
"C42D8.8b.1",74926.2,76410.8,75574.5,98964.1,90654.4,87162.1
"C42D8.9.1",0,0,484.77,0,0,0
"C43C3.1.1",15653.5,20856.7,19130.3,19828.2,20449,19299.5
"C43C3.1.2",15372.2,20463.9,18770.1,19454.8,20063.9,18936
"C43C3.1.3",15156.5,20361.4,18457.9,19131.3,19900,18980.2
"C43C3.2b.1",141.039,0,241.27,19.2332,0,32.7831
"C43C3.2c.1",141.901,0,175.523,19.3507,0,32.9835
"C43C3.2e.1",141.039,0,167.033,19.2332,0,32.7831
"C43C3.2g.1",144.143,0,178.296,19.6565,0,33.5046
"C43C3.3.1",2387.9,2848.25,2376.23,750.623,638.366,1432.74
"C43C3.4.1",1021.18,3495.96,1837.11,0,2534.96,1685.76
"C43D7.2.1",0,0,369.011,297.431,37.3402,0
"C43D7.5.1",969.128,0,1109.48,0,660.402,0
"C43D7.7.1",0,0,0,0,0,2165.48
"C43E11.1.1",33983.8,30316.9,30905.9,34108.8,36610.4,40727.1
"C43E11.11.1",11570.9,9374.17,9339.73,9624.08,9991.77,10733.6
"C43E11.11.2",11504.4,9320.27,9286.03,9568.74,10149.4,10671.9
"C43E11.12a.1",3323.91,3413.68,5519.28,8042.26,3493.14,5361.69
"C43E11.12a.2",3427.61,3520.19,5691.47,8293.17,3602.12,5528.96
"C43E11.12b.1",4380.93,3141.6,3420.78,7626.27,3165.29,3689.51
"C43E11.12b.2",4530.11,3248.58,3537.26,7885.95,3273.07,3815.14
"C43E11.2a.1",3235.94,2654.54,2849.41,4115.04,2861.49,3982.09
"C43E11.2a.2",3206.21,2630.15,2823.23,4077.23,2835.2,3945.51
"C43E11.2b.1",3186.47,2619.04,2570.05,4599.28,3376.11,3785.6
"C43E11.2b.2",2434.37,1959.39,1664.08,4011.59,2921.73,3346.11
"C43E11.2b.3",2335.39,1713,1500.67,3408.54,2123.16,3022.68
"C43E11.2b.4",2411.28,2028.47,1923.75,3603.64,2510.71,3604.95
"C43E11.2b.5",1972.32,1291.54,1211.9,3312.37,2190.17,3891.54
"C43E11.3a.1",2173.16,2797.31,3377.61,3612.88,3562.63,3828.21
"C43E11.3b.1",2177.16,2581.8,3536.45,3739.42,3827.63,4585.3
"C43E11.3b.2",2288.18,2588.56,3387.45,3566.98,3326.72,3944.39
"C43E11.3b.3",2266.27,2687.48,3462.13,3703.29,3303.42,3825.29
"C43E11.4.1",37611.6,37263.4,40567.1,36344.4,45526.1,45066.6
"C43E11.5.1",3585.17,6601.41,2391.53,3082.47,4605.61,3728.76
"C43E11.5.2",3134.93,5818.19,2107.79,2716.76,3079.22,3286.36
"C43E11.6a.1",719.919,589.173,792.657,747.611,903.843,526.112
"C43E11.6a.2",675.051,552.454,743.256,727.59,849.565,493.323
"C43E11.6a.3",613.053,475.341,647.782,417.297,853.785,447.432
"C43E11.6a.4",604.411,467.991,697.644,645.427,774.27,474.298
"C43E11.6b.1",700.38,713.521,846.252,751.933,800.518,551.438
"C43E11.6b.2",665.91,678.405,804.602,747.795,761.12,524.298
"C43E11.6b.3",568.946,577.131,670.063,347.289,736.608,455.657
"C43E11.6c.1",521.839,2537.36,394.542,336.067,400.496,175.879
"C43E11.6d.1",753.556,693.401,1033.08,1027.64,1086.03,821.708
"C43E11.6d.2",703.244,647.105,964.108,987.496,1015.72,766.845
"C43E11.6d.3",639.084,572.964,882.163,677.671,1036.05,743.356
"C43E11.6e.1",742.417,657.921,765.128,871.944,849.543,846.474
"C43E11.6e.2",686.332,608.219,707.327,838.284,787.853,782.528
"C43E11.6e.3",610.98,519.038,585.487,467.055,786.348,757.323
"C43E11.6e.4",670.533,549.627,654.633,619.599,860.749,485.329
"C43E11.6e.5",628.155,556.663,649.996,767.226,721.07,716.196
"C43E11.6e.6",675.662,1043.92,899.69,825.252,775.605,770.363
"C43E11.7.1",17723.4,8971.19,14475.3,22841,13646,25904
"C43E11.8.1",13693,21260.7,18442.5,20981.9,16978.3,16642.5
"C43E11.9.1",58543.5,49663.2,56849,83236.9,76539.2,76396
"C43F9.10.1",431.748,1152.32,415.191,136.593,240.075,0
"C43F9.11a.1",84.0827,2726.14,577.559,138.549,4334.54,3198.26
"C43F9.11b.1",174.409,0,898.504,287.387,0,0
"C43F9.4a.1",0,0,387.816,0,0,29.6554
"C43F9.5.1",447.701,0,827.947,453.976,957.486,0
"C43F9.6.1",13907.6,7212.89,6870.79,4716.44,6016.63,5668.2
"C43F9.7.1",6792.84,10278.9,1713.49,4249.57,1467.13,4102.14
"C43F9.8.1",17983.5,14824.6,15130.1,20503.3,26824.7,29016
"C43F9.8.2",8775.94,8287.13,10506.9,14690.8,16756.3,17125.8
"C43F9.9.1",1914.53,3056.32,3158.48,4209.96,5663.34,5603.32
"C43F9.9.2",2029.12,3289.6,3294.75,4369.23,5757.16,5667.28
"C43G2.1a.1",15684.2,14989.7,16140.4,15341.2,16410.5,17097.6
"C43G2.1b.1",12522.6,11931.9,12732.7,12634.6,11477.7,13511.3
"C43G2.1c.1",13892.6,14284.2,14867.1,13243.4,14869.8,15860.8
"C43G2.2a.1",15827.7,21115.3,18872.7,20828.4,21304.6,22840.8
"C43G2.2b.1",13983.9,19081.5,16783.8,18458.8,19121.3,19293.7
"C43G2.3a.1",1351.24,2547.42,1190.67,874.427,237.173,1246
"C43G2.3a.2",1318.15,2485.03,1161.51,853.012,231.365,1215.48
"C43G2.3b.1",1365.53,827.005,277.918,0,386.685,2308.47
"C43G2.4.1",1028.75,535.451,915.008,417.266,650.878,1775.54
"C43G2.4.2",1089.54,1287.56,1030.73,602.023,740.677,1482.68
"C43G2.4.3",1142.71,594.768,1016.37,463.49,722.981,1972.23
"C43G2.5a.1",388.612,1688.46,170.644,494.733,333.015,2214.56
"C43G2.5b.1",992.221,1283.73,435.694,26.876,0,314.128
"C43H6.1.1",10364.7,7556.49,8859.4,4778.97,4388.19,8705.24
"C43H6.3.1",11421.7,11331.3,7198.45,7078.02,8129.83,4830.35
"C43H6.3.2",7128.85,3841.35,3481.77,4554.37,5242.53,3162.97
"C43H6.4.1",5734.85,3981.53,6362.52,6158.26,5318.55,3723
"C43H6.6.1",780.483,34.1152,187.015,215.341,357.454,0
"C43H6.7a.1",5077.9,6582.63,4538.69,1907.95,4575.88,3202.4
"C43H6.7a.2",4935.49,6398.02,4411.4,1854.44,4447.55,3112.59
"C43H6.7b.1",3872.56,4221.61,2693.29,1850.52,3230.03,1454.36
"C43H6.8.1",0,0,0,0,1523.68,0
"C43H6.9a.1",0,0,47.5063,68.3771,72.1074,134.864
"C43H6.9a.2",0,0,43.6857,62.878,66.3084,124.018
"C43H6.9b.1",0,0,38.2347,55.0323,58.0345,108.543
"C43H8.1.1",10290.6,9515.96,10220.4,7898.26,12077.3,16732.1
"C43H8.2.1",12274.8,11057.5,12829.7,17410.1,19031.6,15869.1
"C43H8.2.2",4110.24,7973.7,5965.9,8649.78,8247.59,6785.17
"C44B11.1.1",1171.57,0,479.013,441.252,3538.4,40.292
"C44B11.3.1",52561.9,59783.7,39682.3,42379.6,38812.7,38282.3
"C44B11.4.1",15249.1,18613.4,12742,12014.8,10863.1,25486.6
"C44B11.6.1",14607.8,7689.9,7914.54,7452.82,7245.18,18599
"C44B11.6.2",82.8956,58.4272,996.459,587.352,2214.7,1297.16
"C44B11.6.3",83.8825,59.1228,1008.32,594.344,2241.06,1312.61
"C44B11.6.4",84.6891,59.6913,1018.02,600.059,2262.61,1325.23
"C44B11.6.5",82.8956,58.4272,996.459,587.352,2214.7,1297.16
"C44B11.6.6",811.766,57.2156,975.795,575.172,2168.77,1270.26
"C44B11.6.7",88.7422,62.5481,1066.74,628.777,2370.9,1388.65
"C44B11.6.8",91.986,64.8344,1211.04,651.761,4482.22,1439.41
"C44B12.1.1",1322.99,3154.31,2776.74,5910.18,5278.99,10239.1
"C44B12.1.2",1224.03,1775.47,2284.72,2911.38,5733.53,11120.7
"C44B12.2a.1",394090,361283,388040,345975,381896,312855
"C44B12.2b.1",239691,284762,268284,249002,267288,221851
"C44B12.3.1",0,0,0,0,2230.93,6545.18
"C44B12.5.1",1664.44,3302.19,917.458,6826.09,4891.83,7628.12
"C44B12.6a.1",0,126.209,901.126,29.5056,345.725,757.978
"C44B12.6b.1",0,176.11,446.951,41.1718,0,436.103
"C44B12.6c.1",115.384,795.189,906.315,25.3503,297.036,651.232
"C44B12.6d.1",115.763,797.802,909.293,25.4336,298.012,653.372
"C44B12.8.1",0,0,0,0,45.6519,0
"C44B7.1.1",10599.5,12475.1,15717.1,12009.7,16898.2,28919.6
"C44B7.11.1",7589.81,12141.5,7508.18,9618.97,8680.87,10173.6
"C44B7.11.2",7355.02,11765.9,7275.92,9321.41,8412.33,9858.91
"C44B7.12.1",13673.8,10447,14589.5,11868.1,15081.4,19232.1
"C44B7.2a.1",3059.79,4072.84,3559.66,4713.74,4118.77,3180.9
"C44B7.2a.2",3207.92,4020.1,3658.51,4941.94,4318.17,3140.62
"C44B7.2a.3",2897.24,3856.46,3370.55,4463.31,3899.95,3235.21
"C44B7.2b.1",2390.06,2277.2,2395.36,3477.68,4493.24,1831.68
"C44B7.3.1",8322.06,7418.91,13117.9,9513.87,8071.73,9455.3
"C44B7.4.1",2501.43,10739.3,3979.03,3436.27,4056.88,1495.98
"C44B7.5.1",0,1529.37,0,3072.93,3413.81,6607.28
"C44B7.6a.1",1849.5,1540.27,1222.21,2998,2251.41,1875.11
"C44B7.6a.2",1812.37,1509.35,1197.67,2937.81,2206.21,1837.47
"C44B7.6b.1",1239.86,1575.56,1053.4,2847.36,993.671,1764.62
"C44B7.7.1",17009.5,23255,22567.2,16647.8,13928.2,12475.4
"C44B7.8.1",11507.7,8304.9,13818,12582.1,15624.4,14869.9
"C44B7.8.2",11400.1,8062,13413.9,12214.1,16001.1,14655.5
"C44B7.9.1",24850.5,48667.7,33369.8,28129.3,34262.4,28684.7
"C44B9.1.1",3702.95,2659.38,2625.43,2967.61,3668.16,2390.71
"C44B9.2.1",10937.5,15188.6,15777.4,8678.93,5486.22,11262.4
"C44B9.3.1",3904.27,5084.77,3589.84,4822.49,3561.33,3374.82
"C44B9.4.1",1852.02,2577.67,2893.19,2218.87,2313.85,3634.59
"C44B9.4.2",1946.31,2708.9,2769.71,2331.83,2431.65,3819.62
"C44B9.5.1",7981.46,10367.2,8875.61,13644.8,13676.5,10668.1
"C44B9.6.1",490.166,0,210.432,0,0,29.5007
"C44C1.1.1",7514.36,8232.83,10504.7,15057.5,17060,17035.6
"C44C1.1.2",7198.05,7886.28,10062.5,14423.6,16467.6,16318.5
"C44C1.2.1",15557.9,9998.85,10115.5,5740.2,5615.85,9838.49
"C44C1.2.2",14343.9,9919.49,9459.02,5694.65,5571.28,9733.48
"C44C1.3.1",1379.9,4538.78,0,1477.95,1099,5273.66
"C44C1.4.1",6386.84,5157.29,11235.7,10882.1,8266.71,8346.19
"C44C1.5a.1",6887.69,4851.37,7879.21,13020.2,15502.2,16512.7
"C44C1.5a.2",5202.4,4062.9,5951.31,9834.42,12177.6,12472.4
"C44C1.5a.3",6329.35,4458.1,7240.5,11964.8,14245.6,15174.2
"C44C1.5b.1",6145.64,1919.35,4368.07,9251.64,7979.74,9681.6
"C44C1.5b.2",3900.12,1813.23,2772.04,5871.23,5763.62,6144.09
"C44C1.6.1",3077.77,3077.02,5772.55,1985.43,2806.83,2837.66
"C44C3.2.1",0,0,0,0,143.581,0
"C44C8.1.1",8514.07,10411.1,6096.41,7567.37,7836.93,8272.43
"C44C8.2.1",8774.34,11179.1,4088.11,7539.92,7692.2,7284.93
"C44C8.3.1",8774.34,11179.1,4088.11,7539.92,7692.2,7284.93
"C44C8.4.1",8514.07,10411.1,6096.41,7567.37,7836.93,8272.43
"C44C8.6.1",5179.06,8562.5,6942.08,6942.72,5055.52,5234.27
"C44C8.6.2",3024.82,4525.08,4055.69,4012.35,3827.8,4621.55
"C44C8.6.3",3040.08,4547.9,3542.11,4032.59,3589.78,3382.8
"C44C8.6.4",3139.04,4695.95,3657.41,4163.86,3587.06,3492.92
"C44C8.6.5",3134.96,4689.84,3691.99,4158.45,3582.4,3488.38
"C44C8.6.6",3190.97,4773.64,3717.93,4232.75,3646.41,3550.71
"C44C8.6.7",3051.62,4565.17,3555.56,4047.9,3487.17,3395.65
"C44C8.7.1",184.506,562.357,17.1265,308.954,219.517,4.80196
"C44C8.8.1",184.506,562.357,17.1265,308.954,327.831,545.022
"C44C8.9.1",184.506,562.357,17.1265,308.954,327.831,545.022
"C44E12.1.1",6921.42,7559.35,3890.52,2178.24,5164.81,2041.55
"C44E12.3a.1",764.654,383.561,236.441,597.443,727.732,366.194
"C44E12.3b.1",350.321,364.339,224.591,567.501,812.784,347.842
"C44E12.3c.1",334.045,347.412,214.157,529.148,753.953,201.582
"C44E12.3d.1",1914.78,987.202,284.159,538.514,1231.03,1211.46
"C44E12.3e.1",281.695,292.966,248.318,732.151,997.477,410.51
"C44E12.3f.1",340.524,354.15,218.31,539.411,739.429,205.492
"C44E12.3g.1",558.959,361.82,436.784,733.009,1470.14,491.355
"C44E4.1a.1",2427.25,2575.95,2653.17,2639.88,3301.89,3168.43
"C44E4.1b.1",2312.28,2389.23,2646.96,2614.54,3047.32,2707.74
"C44E4.1b.2",2333.42,2404.64,2783,2837.5,3228.29,2898.25
"C44E4.1b.3",2281.72,2428.89,2632.62,2665.57,3157.43,2828.65
"C44E4.1b.4",2524.99,2646.49,2702.09,2695.29,3231.9,3161.71
"C44E4.1b.5",2270.57,2395.54,2744.6,2660.05,3058.61,2755.31
"C44E4.1b.6",2196.34,2007.91,2411.61,2351.26,2878.95,2275.84
"C44E4.1b.7",1908.45,1743.74,2337.52,1934.91,2535.96,2086.64
"C44E4.1d.1",2316.77,2534.85,2670.17,2719.05,3040.18,2812.36
"C44E4.3.1",28225.6,25006.4,23500.6,21309.8,21877.8,31825.5
"C44E4.4.1",77797.9,69225,79255.8,94384,96238.7,98468.2
"C44E4.4.2",78073.6,69470.3,79536.6,94718.5,96579.8,98817.1
"C44E4.5.1",12337.7,14869.8,16348.7,11062.6,9002.49,11379.3
"C44E4.6.1",148008,143036,118010,116158,118986,98992.9
"C44E4.6.2",140174,131208,108702,107469,108228,90628.4
"C44E4.6.3",143183,135034,112457,110664,111452,92934.4
"C44E4.6.4",150408,141592,120667,112525,110727,98127.7
"C44F1.1.1",7631.39,6646.02,9541.28,5389.21,4918.81,11727.6
"C44F1.2.1",6199.02,1370.75,7739.03,3253.88,3671.86,2187.89
"C44F1.3.1",28301.7,21757.2,23643.4,18279.3,20627.6,21508.6
"C44F1.3.2",26524.6,25099.1,22307.8,16188.2,19520.8,20158.1
"C44F1.5.1",2594.34,3208.44,3204.67,3218.74,4172.2,4257.52
"C44F1.5.2",2814.89,3124.15,3120.47,3134.18,4062.59,4145.67
"C44H4.1.1",2152.29,1119.22,2401.25,2530.63,1029.59,1249.54
"C44H4.2.1",46512.7,48572.9,54954.1,18813.3,20999.2,24759.2
"C44H4.3.1",244250,228806,236781,132322,144639,183539
"C44H4.4.1",9687.34,13461.9,11003.3,11796.6,9536.41,10092
"C44H4.5.1",5676.37,9943.38,5499.94,6615.69,5532.26,4763.94
"C44H4.5.2",4977.43,8719.04,5138.49,5801.09,4851.06,4177.34
"C44H4.6.1",1450.4,1978.61,455.285,493.405,2168.01,765.922
"C44H4.7a.1",981.589,665.576,915.681,829.1,1066.43,999.838
"C44H4.7a.2",1012.62,655.008,931.161,815.936,1049.5,983.962
"C44H4.7a.3",964.408,653.926,899.653,814.588,1047.76,982.338
"C44H4.7b.1",1250.77,752.637,1100.44,876.705,1174.74,1200.45
"C44H4.7b.2",1277.94,740.506,1113.17,862.574,1155.81,1181.11
"C44H4.7b.3",1228.55,739.265,1080.88,861.128,1153.87,1179.13
"C44H4.7c.1",1241.91,705.731,941.979,1166.92,1064.58,1639.18
"C44H4.7c.2",1220.24,693.415,925.54,1146.56,1046,1610.58
"C44H4.7d.1",640.497,317.766,491.319,521.805,783.413,572.944
"C44H4.8.1",1090.25,3366.5,0,862.314,1443.42,29.9963
"C44H9.1.1",0,0,0,0,758.867,0
"C44H9.4.1",661.377,2115.1,1808.14,3799.66,4528.41,3574.14
"C44H9.5a.1",1969.5,2734.26,1541.26,2500.92,2536.84,3493.88
"C44H9.5a.2",2182.43,2980.1,1423.02,2244.22,2319.13,3198.82
"C44H9.5b.1",2066.29,2672.47,1546.7,2509.75,2609.84,4005.32
"C44H9.5b.2",2298.73,2907.47,1429.01,2253.66,2405.25,3807.33
"C44H9.6.1",2780.27,4845.66,1966.06,2747.38,2974.53,2961.29
"C44H9.6.2",2649.72,3807.16,1933.77,2716.04,3096.44,2617.5
"C44H9.6.3",2502.08,3595.02,1826.02,3165.43,2923.9,2471.65
"C44H9.6.4",2573.78,3698.05,1878.35,2638.2,3112.14,2542.48
"C44H9.7a.1",0,0,67.5027,0,0,156.144
"C44H9.7b.1",0,0,61.9552,142.678,0,143.312
"C45B11.1a.1",4209.71,4266.8,4323.16,3629.67,4136.19,5732.37
"C45B11.1a.2",4344.13,4724.07,4401.98,3563.44,4060.71,5636.61
"C45B11.1b.1",6568.34,4668.73,7339.41,5340.96,8000.81,8124.31
"C45B11.2.1",0,0,0,820.831,303.723,0
"C45B11.3.1",18370.5,27707.6,17241,21554,15869.4,22019.7
"C45B11.3.2",22806,36248.5,24099.7,29129.3,22525.3,26150.5
"C45B11.4.1",437.857,0,886.86,0,1053.49,0
"C45B11.5.1",1119.62,0,2563.53,1574.3,1556.42,646.891
"C45B11.6.1",1266.46,1731.18,3453.34,728.498,3734.51,4767.36
"C45B11.8.1",1531.77,10145.1,3340.2,1153.83,506.992,1194.08
"C45B11.9.1",7637.41,694.59,6346.08,4059.6,285.404,0
"C45B2.1.1",1261.46,8383.04,2372.52,7482.94,6158.46,12407.7
"C45B2.2.1",334757,261885,287146,281856,326909,373184
"C45B2.3.1",0,4189.94,2101.71,0,0,0
"C45B2.4a.1",10.2086,34.6442,41.6375,58.6136,15.374,76.0227
"C45B2.4a.2",10.3279,35.0491,42.1241,59.2986,45.8634,76.9112
"C45B2.4b.1",212.437,0,38.7243,59.3138,0,82.3959
"C45B2.4b.2",215.131,0,39.2153,60.0658,32.8829,83.4406
"C45B2.4c.1",10.6082,0,43.2674,60.908,0,78.9986
"C45B2.4c.2",10.7371,0,43.7931,61.648,31.5106,79.9584
"C45B2.4d.1",10.4662,35.5183,42.6881,60.0925,15.7619,77.9409
"C45B2.4d.2",10.5916,35.944,43.1997,60.8128,47.0345,78.8751
"C45B2.4e.1",10.3966,0,42.4042,59.693,0,77.4226
"C45B2.4e.2",10.5204,0,42.909,60.4036,30.8745,78.3443
"C45B2.4f.1",10.8634,0,44.308,62.3729,0,80.8986
"C45B2.4f.2",10.9986,0,44.8595,63.1492,32.2779,81.9054
"C45B2.4g.1",10.7145,36.3609,43.7007,61.518,16.1358,79.7898
"C45B2.4g.2",10.846,36.8071,44.2371,62.2731,48.1639,80.7691
"C45B2.4h.1",10.7941,0,87.1195,61.9754,0,80.383
"C45B2.4h.2",10.9276,0,88.1968,62.7418,32.0696,81.377
"C45B2.4i.1",10.6471,36.1323,85.933,61.1313,16.0344,79.2882
"C45B2.4i.2",10.777,36.5729,86.981,61.8768,47.8575,80.2552
"C45B2.4j.1",10.5751,0,85.3518,60.7179,63.7037,78.752
"C45B2.4j.2",10.7032,0,86.3855,61.4533,95.8863,79.7058
"C45B2.4k.1",10.3807,35.2281,83.7825,59.6015,78.1655,77.304
"C45B2.4k.2",10.5041,35.6468,84.7783,60.3099,109.921,78.2229
"C45B2.4l.1",11.0584,0,89.2525,63.4928,0,82.3511
"C45B2.4l.2",11.1985,0,90.3835,64.2974,32.8648,83.3946
"C45B2.4m.1",10.8286,36.7483,87.398,62.1735,16.3077,80.64
"C45B2.4m.2",10.963,37.2042,88.4823,62.9448,48.6835,81.6404
"C45B2.5.1",8389.48,22830.3,10458.9,14723,16456.3,25376.2
"C45B2.6.1",2470.84,3580.16,2038.15,2489.28,2693.64,1194.19
"C45B2.6.2",3070.91,3401.9,1936.67,2365.33,2559.53,1134.73
"C45B2.6.3",2451.23,3998.45,2342.08,2764.39,2672.27,1184.71
"C45B2.7.1",38718.5,40223.2,33621.5,16221.2,20938.6,20208.9
"C45B2.7.2",38864.7,40094.9,33900.2,16169.4,21158.2,20436.7
"C45B2.8.1",0,0,0,3087.54,2487.21,2349.43
"C45E1.1a.1",2841.93,5334.65,3162.7,3326.46,2505.57,4258.35
"C45E1.1a.2",2770.53,5200.63,3083.25,3242.89,2442.62,4151.38
"C45E1.1b.1",2260.48,2054.62,1537.51,2779.1,1526.41,2556.47
"C45E1.1c.1",3581.65,5055.55,2822.5,3519.88,3174.63,3800.3
"C45E1.4.1",8204.4,10242.6,12753.7,17389.2,18496.2,24960.3
"C45E1.5.1",4804.18,71.664,698.405,804.186,2473.51,2717
"C45E5.1.1",14288.3,21328.7,17416.5,14740.5,18991.1,20592.1
"C45E5.1.2",13313.6,19075.9,17094.7,14878.3,17728.9,21723.2
"C45E5.2.1",2482.97,25.927,284.257,981.932,1502.12,611.037
"C45E5.4.1",1999.58,2863.46,5668.4,21275.4,14505.1,10086.1
"C45E5.6a.1",1643.55,1145.21,926.215,1942.42,1808.52,2079.38
"C45E5.6a.2",2137.28,3201.66,1254.1,2050.75,2922.36,3133.25
"C45E5.6b.1",1641.55,1303.48,1862.18,2713.33,2212.21,2421.65
"C45E5.6b.2",1631.01,1295.11,1850.23,2695.91,2198.01,2406.1
"C45E5.6c.1",1555.56,1304.08,1811.84,2677.06,2095.47,2422.76
"C45E5.6c.10",1017.08,1100.19,1132.93,1535.08,1505.95,1271.49
"C45E5.6c.11",992.364,839.911,931.4,1563.32,1444.78,1245.04
"C45E5.6c.12",993.375,840.767,901.53,1451.88,1399.47,1158.69
"C45E5.6c.2",1211.9,840.743,978.675,1417.7,1360.97,1077.53
"C45E5.6c.3",1408.11,855.577,869.563,2577.15,1651.36,2076.19
"C45E5.6c.4",1017.56,1100.71,883.908,1535.81,1506.66,1272.09
"C45E5.6c.5",1353.91,1303.19,1817.71,2685.74,2045.55,2430.62
"C45E5.6c.6",1552.69,1301.67,2050.12,2672.12,2336.11,2418.3
"C45E5.6c.7",1714.6,2169.66,1307.13,1827.57,2032.18,1640.63
"C45E5.6c.8",1071.17,1178.23,1261.69,1831.44,1950.22,1299.65
"C45E5.6c.9",1070.64,1161.32,1261.07,1830.54,1949.26,1299.01
"C45E5.6d.1",1224.11,849.213,917.42,1431.98,1374.68,1088.39
